ticker,date,eod_close_raw,delta,tau_ticker,entropy,label,label_name,split
AAPL,2018-01-02,108.29364776611328,-0.23819732666015625,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-01-03,102.50642395019531,-5.787223815917969,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-01-04,102.8450927734375,0.3386688232421875,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-01-05,107.46712493896484,4.622032165527344,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-01-08,107.42593383789062,-0.04119110107421875,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-01-09,109.0823745727539,1.6564407348632812,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-01-10,105.60177612304688,-3.4805984497070312,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-01-11,107.77880096435547,2.1770248413085938,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-01-12,106.54957580566406,-1.2292251586914062,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-01-15,108.95271301269531,2.40313720703125,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-01-16,108.97662353515625,0.0239105224609375,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-01-17,109.12181091308594,0.1451873779296875,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-01-18,104.41873168945312,-4.7030792236328125,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-01-19,103.56029510498047,-0.8584365844726562,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-01-22,107.47012329101562,3.9098281860351562,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-01-23,104.4656753540039,-3.0044479370117188,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-01-24,100.91655731201172,-3.5491180419921875,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-01-25,103.77098083496094,2.8544235229492188,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-01-26,105.28484344482422,1.5138626098632812,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-01-29,102.2307357788086,-3.054107666015625,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-01-30,102.2355728149414,0.0048370361328125,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-01-31,104.86932373046875,2.6337509155273438,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-02-01,102.3974380493164,-2.4718856811523438,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-02-02,106.92581939697266,4.52838134765625,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-02-05,104.46956634521484,-2.4562530517578125,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-02-06,105.32410430908203,0.8545379638671875,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-02-07,103.22699737548828,-2.09710693359375,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-02-08,106.7254409790039,3.498443603515625,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-02-09,104.10723114013672,-2.6182098388671875,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-02-12,106.67741394042969,2.5701828002929688,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-02-13,104.81315612792969,-1.8642578125,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-02-14,104.95587158203125,0.1427154541015625,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-02-15,108.39788055419922,3.4420089721679688,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-02-16,107.6047134399414,-0.7931671142578125,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-02-19,102.4170913696289,-5.1876220703125,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-02-20,104.66629028320312,2.2491989135742188,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-02-21,103.82563781738281,-0.8406524658203125,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-02-22,99.697021484375,-4.1286163330078125,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-02-23,104.95619201660156,5.2591705322265625,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-02-26,99.29528045654297,-5.660911560058594,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-02-27,103.1153335571289,3.8200531005859375,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-02-28,105.14163208007812,2.0262985229492188,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-03-01,102.8177719116211,-2.3238601684570312,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-03-02,99.94141387939453,-2.8763580322265625,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-03-05,105.82459259033203,5.8831787109375,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-03-06,100.91514587402344,-4.909446716308594,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-03-07,106.61410522460938,5.6989593505859375,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-03-08,104.6025390625,-2.011566162109375,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-03-09,105.02159118652344,0.4190521240234375,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-03-12,108.20378875732422,3.1821975708007812,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-03-13,107.90880584716797,-0.29498291015625,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-03-14,108.24616241455078,0.3373565673828125,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-03-15,106.8614273071289,-1.384735107421875,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-03-16,106.13510131835938,-0.7263259887695312,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-03-19,108.81062316894531,2.6755218505859375,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-03-20,107.19412231445312,-1.6165008544921875,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-03-21,107.0499038696289,-0.14421844482421875,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-03-22,109.89927673339844,2.8493728637695312,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-03-23,107.58979034423828,-2.3094863891601562,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-03-26,109.4113540649414,1.821563720703125,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-03-27,107.25924682617188,-2.1521072387695312,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-03-28,106.91339111328125,-0.345855712890625,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-03-29,108.0124740600586,1.0990829467773438,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-03-30,104.23658752441406,-3.7758865356445312,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-04-02,106.29617309570312,2.0595855712890625,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-04-03,108.1712875366211,1.8751144409179688,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-04-04,107.25518035888672,-0.916107177734375,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-04-05,111.22826385498047,3.97308349609375,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-04-06,107.06173706054688,-4.166526794433594,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-04-09,107.58830261230469,0.5265655517578125,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-04-10,104.96833038330078,-2.6199722290039062,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-04-11,104.9096908569336,-0.0586395263671875,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-04-12,106.12691497802734,1.21722412109375,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-04-13,106.59899139404297,0.472076416015625,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-04-16,106.16522979736328,-0.4337615966796875,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-04-17,108.98703002929688,2.8218002319335938,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-04-18,109.71722412109375,0.730194091796875,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-04-19,107.57762145996094,-2.1396026611328125,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-04-20,105.2267837524414,-2.3508377075195312,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-04-23,106.55928802490234,1.3325042724609375,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-04-24,108.56218719482422,2.002899169921875,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-04-25,102.81462097167969,-5.747566223144531,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-04-26,104.53202819824219,1.7174072265625,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-04-27,101.1318359375,-3.4001922607421875,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-04-30,105.00833129882812,3.876495361328125,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-05-01,104.34030151367188,-0.66802978515625,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-05-02,104.2484130859375,-0.091888427734375,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-05-03,104.70089721679688,0.452484130859375,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-05-04,101.01051330566406,-3.6903839111328125,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-05-07,103.87999725341797,2.8694839477539062,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-05-08,103.82270812988281,-0.05728912353515625,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-05-09,104.60786437988281,0.78515625,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-05-10,101.13040924072266,-3.4774551391601562,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-05-11,106.34869384765625,5.218284606933594,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-05-14,108.19264221191406,1.8439483642578125,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-05-15,108.0616226196289,-0.13101959228515625,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-05-16,102.0611572265625,-6.000465393066406,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-05-17,100.33856964111328,-1.7225875854492188,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-05-18,102.25823211669922,1.9196624755859375,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-05-21,101.57765197753906,-0.6805801391601562,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-05-22,101.20154571533203,-0.37610626220703125,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-05-23,102.796875,1.5953292846679688,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-05-24,97.79534149169922,-5.001533508300781,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-05-25,100.38715362548828,2.5918121337890625,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-05-28,97.4960708618164,-2.891082763671875,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-05-29,103.11210632324219,5.616035461425781,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-05-30,99.63353729248047,-3.4785690307617188,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-05-31,98.95381164550781,-0.6797256469726562,1.270000000000001,1.5849616520675016,1,NoAction,train
AAPL,2018-06-01,95.71971130371094,-3.234100341796875,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-06-04,97.4655990600586,1.7458877563476562,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-06-05,95.085205078125,-2.3803939819335938,1.270000000000001,1.5849616520675016,0,Decrease,train
AAPL,2018-06-06,98.20488739013672,3.1196823120117188,1.270000000000001,1.5849616520675016,2,Increase,train
AAPL,2018-06-07,93.87523651123047,-4.32965087890625,1.270000000000001,1.5849616520675016,0,Decrease,train
